Tag,Time,Date,Action,Source
2015050115,1435558002.882329,2015-06-28 23:06:42.882329,complete,T:/AutoHeadFix/June 29\cage 1\0628headFix_EL.txt
2015050115,1435558006.924761,2015-06-28 23:06:46.924761,exit,T:/AutoHeadFix/June 29\cage 1\0628headFix_EL.txt
2015050115,1435558006.987353,2015-06-28 23:06:46.987353,entry,T:/AutoHeadFix/June 29\cage 1\0628headFix_EL.txt
2015050115,1435558008.514182,2015-06-28 23:06:48.514182,exit,T:/AutoHeadFix/June 29\cage 1\0628headFix_EL.txt
2015050115,1435558031.399354,2015-06-28 23:07:11.399354,entry,T:/AutoHeadFix/June 29\cage 1\0628headFix_EL.txt
2015050115,1435558035.64573,2015-06-28 23:07:15.645730,exit,T:/AutoHeadFix/June 29\cage 1\0628headFix_EL.txt
2015050115,1435558041.48052,2015-06-28 23:07:21.480520,entry,T:/AutoHeadFix/June 29\cage 1\0628headFix_EL.txt
2015050115,1435558044.57507,2015-06-28 23:07:24.575070,exit,T:/AutoHeadFix/June 29\cage 1\0628headFix_EL.txt
2015050115,1435558048.691599,2015-06-28 23:07:28.691599,entry,T:/AutoHeadFix/June 29\cage 1\0628headFix_EL.txt
2015050115,1435558052.276231,2015-06-28 23:07:32.276231,exit,T:/AutoHeadFix/June 29\cage 1\0628headFix_EL.txt
2015050115,1435558058.023124,2015-06-28 23:07:38.023124,entry,T:/AutoHeadFix/June 29\cage 1\0628headFix_EL.txt
2015050115,1435558059.002444,2015-06-28 23:07:39.002444,exit,T:/AutoHeadFix/June 29\cage 1\0628headFix_EL.txt
2015050115,1435558061.501338,2015-06-28 23:07:41.501338,entry,T:/AutoHeadFix/June 29\cage 1\0628headFix_EL.txt
